filename,Face Mask,Gloves,Helmet,No Gloves,No Helmet,No Mask
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005489_jpg.rf.27bb025bb366f3f8b845fb31a432c443.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005489_jpg.rf.4bc32c0368b7a94ec48559e67df7605a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005489_jpg.rf.86100d4cd9ba79d01df0a8440ca786c1.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005490_jpg.rf.55dfc576b2b89cea88665f1045cec888.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005490_jpg.rf.7bca0859906e96c6691c02e5bef9ec44.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005490_jpg.rf.eafd8ef672dc7f26838e70ed67cb8bf4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005491_jpg.rf.01cb9d68d5079f04aa659fb48f195798.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005491_jpg.rf.56448b63b64ac89749da22d3eb542d68.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005491_jpg.rf.5c4cef69d16a824801c5c3c862ca3dcc.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005492_jpg.rf.6237bb85140d0a73cc5ab8613e62bb2a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005492_jpg.rf.bbcc4bac4f87d82dd622970ddb9be284.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005492_jpg.rf.c5ddc0e32f7ba5e1c9b7df429a057f9b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005493_jpg.rf.42acdea8efec96cce0094b4e2c447087.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005493_jpg.rf.97e6f72977e92cc9b021240dc7c6091b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005493_jpg.rf.bfd925321ae7e6daf87578652851734a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005494_jpg.rf.4491e35665e1a591a06d09c90abb9454.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005494_jpg.rf.7540fdaa9e1327e03048df6fef69894a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005494_jpg.rf.f982c4e64a08a766b897506743abaf18.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005495_jpg.rf.0e1b233513f87a46bfffa649bd98585c.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005495_jpg.rf.89be84e61f86a04f508e31f287782fe4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005495_jpg.rf.c6a592d59075046359c5c328eac06cf8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005496_jpg.rf.5a72ca2193415436b56c198645b706ed.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005496_jpg.rf.a40a5c04586b779cf38c929501f03a8d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005496_jpg.rf.b98c20f7158570190470e348b07a6a02.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005497_jpg.rf.14a1f3907b94b5f2419152c7bf8ee18e.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005497_jpg.rf.1b9cd957d14e4676f89736482b3ad04c.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005497_jpg.rf.fc8e4c1eb31df273100b40cb31bc88f9.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005499_jpg.rf.54fcfbfabc71f17cbe17ff3333a82b42.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005499_jpg.rf.911180bd86af65800db06e2e99012a69.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005499_jpg.rf.e735aa62db9528fe0f5bdb0ffe4c90ea.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005500_jpg.rf.264098821fde7b5d0ca96e6fef7ab280.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005500_jpg.rf.423a63b5a4bac0c1ec9c9bd22bd55d5f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005500_jpg.rf.468376e812fc03b961e787c36537bde5.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005502_jpg.rf.735188302e932d78cd849d769c3ea3e4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005502_jpg.rf.979b9fa9d0f2be8be5cf63a87617aa4c.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005502_jpg.rf.c133e81e1771efd1f1b16d37e1b22c7a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005503_jpg.rf.1ea0aa3606dfe069f59b861b828a8306.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005503_jpg.rf.83946eb95266f189e348eef2ff257a78.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005503_jpg.rf.f68b93586afbd399e00f635e30af0373.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005504_jpg.rf.631bf4f2fc10d8119da1965502c7770e.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005504_jpg.rf.8b7e53dc331456fc31cb0216eb386bbb.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005504_jpg.rf.eb284bf8bcf9a14353cecfd8f8aa8737.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005505_jpg.rf.504e71b0c33802f3fc35c58094b51723.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005505_jpg.rf.9662e4e08ece402b62a7693158ebdfea.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005505_jpg.rf.ea71f7764dced3e3eedd0c497b3ac513.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005506_jpg.rf.362a5f20d4f9237eee6552c85ab89c69.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005506_jpg.rf.72372e0a13c68a1702426f68d30a18a8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005506_jpg.rf.b727f872deaae20847c4bac7aec12328.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005507_jpg.rf.208629dd11adbb2eee567d184ae3129f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005507_jpg.rf.ab234dd12f3556f080f33628c083de6b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005507_jpg.rf.cdad8e20b39fbef8d556d6f6591ca7e7.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005509_jpg.rf.31fa85d5e2396e16416534c84c627a5f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005509_jpg.rf.8a28cc39cbe1d851b9f9f77fd1b33b3f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005509_jpg.rf.a9b1cbe9ad4af15fa862e07518c70840.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005510_jpg.rf.6599ef4834de9fa439d95a15939d7759.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005510_jpg.rf.8a1307018a014604df077fb4a85b586a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005510_jpg.rf.ac8cc5b926a93a037f1dc99e6c7ba999.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005511_jpg.rf.48752a5af36d26b4e8981b0e75b53e8e.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005511_jpg.rf.4a3a0043d50c6a9dd6eb73ea5d56f6e8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005511_jpg.rf.7772c9cdbb59873d96006f9d99fa7ab0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005512_jpg.rf.51ede697a5eff22b5892e2aedd7506ad.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005512_jpg.rf.5b3711177b5c497b6f18ec9192b73f27.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005512_jpg.rf.decb66741963ea86ceb1eaa58dda0618.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005515_jpg.rf.01d7f6c4ab5652d19b9d42ed2a3992c4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005515_jpg.rf.291684237bb97b62444980d116345a11.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005515_jpg.rf.ced10ea78b9b41e64be960d11fe232bc.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005516_jpg.rf.08054321eecddd3fed8da3219eac793a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005516_jpg.rf.debf6ba178f5e49fcc5fe14e7830e1db.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005516_jpg.rf.e29b72c8d8a7760787b0ccbb8bdf216a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005517_jpg.rf.1c78f2db796c970bd5dd705fd3331b41.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005517_jpg.rf.ddca7e710a6b0581fe678c2863470efe.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005517_jpg.rf.ddd6d826d328a4d3f7b546debe5d85f9.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005518_jpg.rf.06feb2cf1b9f7fc2cc66238e3ec2fe0a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005518_jpg.rf.1aeaadfd3542636a63aebc810a5f4b58.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005518_jpg.rf.d94bded5b75215365c2b90790ffb678c.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005521_jpg.rf.545e5664833367450d1d11173a556996.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005521_jpg.rf.b688629438aabd1cac811605fea97be0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005521_jpg.rf.d5ad5483ddf0693e701893dcd2397bb0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005523_jpg.rf.73c4b1b2b6400caacf8d39654d8dad54.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005523_jpg.rf.7a13d8864c4a6c0559fb394e1bb6d9ab.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005523_jpg.rf.90cb5a3859c3f5a866bacc2d1482fa9b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005525_jpg.rf.991689e2d1728f838c834580ada1b2fe.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005525_jpg.rf.a81fb334edbbc5f0578e64e3a9d7a720.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005525_jpg.rf.dd6eae096bc4743195a5e6404d11b43b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005526_jpg.rf.023d5d0f058c04fa6df0c0f9f3ea95f4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005526_jpg.rf.8f632f1c6333a5117e0c635bd62ce100.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005526_jpg.rf.b1c506bae1d78366a2b5e6af1f2ecb76.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005527_jpg.rf.1742df7883cc5475705273f4a329a046.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005527_jpg.rf.55df8ac4261b19e97556a29aee903379.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005527_jpg.rf.5bbe25369899372a87eb9690176c772f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005528_jpg.rf.2f8f9c5daab117de7006c5ad27f8e116.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005528_jpg.rf.36de42b9b426cd9e70c470434babe4b1.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005528_jpg.rf.76cdea6cdbce63401e55277b6aa5aa56.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005530_jpg.rf.3a3deac6654fb454405c4827d4d76336.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005530_jpg.rf.9535d86d5d382b7dfbcd7802d54af5df.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005530_jpg.rf.d302eccc6aa26b6ff7a10a7f2a154cd1.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005533_jpg.rf.2c73ae48e6be6eaa277129e19eef09c9.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005533_jpg.rf.64e641a23089c977b6c76cf818c8baa2.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005533_jpg.rf.7f176014f4cc38be836c9bd7b78d14b4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005536_jpg.rf.4794026e11113d2b2c711644391dc6e4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005536_jpg.rf.4b12b8d9c26c270afb50b7c6a399116d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005536_jpg.rf.e12dbd80b09d6b0808b336ab4b2434f7.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005538_jpg.rf.5d286df0ab5bab1101b36c6a5144c960.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005538_jpg.rf.ba28826cfe9008b0a8df18a276cef02b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005538_jpg.rf.c96aad8a255a1431e8258adf6154b1f2.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005541_jpg.rf.285947649271a13434ba364d0765ec2f.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005541_jpg.rf.8ca419b05b9949d9e039393f171c742b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005541_jpg.rf.df5f03887a80371e4bae82829896b8de.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005544_jpg.rf.8e667eebc332ec03094edaf7aa841ab3.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005544_jpg.rf.bf2e6c3358dbdd1567ab8a5b0916dbdd.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005544_jpg.rf.d5c3a7062837a132a4fcbbea805fe2f4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005545_jpg.rf.29cf383963c1284e33337648c97738df.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005545_jpg.rf.371e61f1b5dc4452be1ef2187656b5c8.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005545_jpg.rf.47c5d2f51402e41e646a0750860e953b.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005546_jpg.rf.63fbc7c469e41c76b41c882145d378f3.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005546_jpg.rf.b4e533cec9eb1250ebe0782adb78ef26.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005546_jpg.rf.bfe7f62139c430af37a0ef5653b65d7d.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005547_jpg.rf.1f5eeb1d746936274f3ba0ce712dc051.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005547_jpg.rf.21d6cd91ee362d478012139d6e4bc180.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\005547_jpg.rf.8ed7f21ea09ee662794b91044b85c63e.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.34f93d048ce8ff58735383d86fc7ed54.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.91a9c010068db4fc8d2f9ed207e90eb5.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.a5c72432a5c78907100df1d0940f1cb3.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.d34fbc089efd69888b2d01237e229e1a.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.d4f1334042f3a9c10cb69ab2d8c81e73.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0109-00176-096b1_jpg.rf.e504607af8dfca02dc5c93e3f1593f85.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.02d3f9de49f63b0c7369d185bde37748.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.1e8364722a0d45c160900a7b315dc023.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.5193490fd6050975192fa59dcd428737.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.66cc3669d1b0e3e13f8a5f97d436e273.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.f0586db8b07f9441e2beece1983527b4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012106_jpg_1140x855_jpg.rf.f355bc924ffa88e1b0c31b2b3a2e3f22.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012420_coronoa_masks_web_jpg.rf.217097667966263f384b60c3e313d0a9.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012420_coronoa_masks_web_jpg.rf.5f9a8318af362c931af9a52003740eb5.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\012420_coronoa_masks_web_jpg.rf.d1e63e60e5f36085f3e223e84bfb2935.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.1c5566568b70ab543d36c023e5777d50.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.2a28b6a7185eb8bbca5998f50d0b9e96.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.56f5a78de5707cacda36038e08c047bd.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.8251b7d036d9191280ccb7a18c9d0722.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.9b12fc347fe2c9b07e6d1260cc87e756.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0200b38c89b16c37c5de8e247bb00c2f_jpg.rf.fca82edd1514ef1d2b3d6481295fb211.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.431acaa70a5cbf3bd2579e087c4b70d0.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.550d19959afbf0f95543d6d58855b3c2.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.670de73041374ca93e133ca483651a44.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.8611c29aa625f177f69933e1537a33d4.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.e30be810f7e1834ee4db896d26d41612.jpg,0,0,0,0,0,0
C:\Users\sj123\Doit_DeepLearning\2025_딥러닝_전선\PPE_Data\raw\train\0209-00176-076b1_jpg.rf.f675ee97ec4b8b9b185260f94423164c.jpg,0,0,0,0,0,0
